parent_cl_book,level_1_book,level_2_book,level_3_book,ms,row_id
['0930IbnIyas.NuzhatUmam'],['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,1,0
['0845Maqrizi.MusawwadatMawaciz'],['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,2,1
['0845Maqrizi.MusawwadatMawaciz'],['0845Maqrizi.DurarCuqud'],No Cluster,No Cluster,3,2
['0845Maqrizi.MusawwadatMawaciz'],['0356AbuCaliQali.AmaliFiLugha'],No Cluster,No Cluster,3,3
['0845Maqrizi.MusawwadatMawaciz'],"['0845Maqrizi.MusawwadatMawaciz', '0845Maqrizi.KhabarCanBashar']",No Cluster,No Cluster,5,4
['0845Maqrizi.MusawwadatMawaciz'],['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,5,5
['0845Maqrizi.MusawwadatMawaciz'],['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,5,6
['0845Maqrizi.MusawwadatMawaciz'],['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,6,7
['0845Maqrizi.MusawwadatMawaciz'],['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,6,8
['0845Maqrizi.MusawwadatMawaciz'],['0845Maqrizi.MusawwadatMawaciz'],['0845Maqrizi.MusawwadatMawaciz'],No Cluster,6,9
['0845Maqrizi.MusawwadatMawaciz'],['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,6,10
['0845Maqrizi.MusawwadatMawaciz'],['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,7,11
['0845Maqrizi.MusawwadatMawaciz'],['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,7,12
['0845Maqrizi.MusawwadatMawaciz'],['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,7,13
['0845Maqrizi.MusawwadatMawaciz'],['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,7,14
['0733Nuwayri.NihayatArab'],['0845Maqrizi.KhabarCanBashar'],No Cluster,No Cluster,8,15
['0375IkhwanSafa.Rasail'],No Cluster,No Cluster,No Cluster,10,16
['0375IkhwanSafa.Rasail'],No Cluster,No Cluster,No Cluster,11,17
['0276IbnQutaybaDinawari.AdabKatib'],['0276IbnQutaybaDinawari.AdabKatib'],No Cluster,No Cluster,12,18
"['0375IkhwanSafa.Rasail', '0375IkhwanSafa.RisalatJamica']",['0375IkhwanSafa.RisalatJamica'],No Cluster,No Cluster,14,19
['0845Maqrizi.KhabarCanBashar'],['0375IkhwanSafa.Rasail'],No Cluster,No Cluster,16,23
['0845Maqrizi.KhabarCanBashar'],['0375AnonymousTranslator.TarikhCalamUrusiyus'],No Cluster,No Cluster,20,30
['0845Maqrizi.KhabarCanBashar'],['0375AnonymousTranslator.TarikhCalamUrusiyus'],No Cluster,No Cluster,20,31
['0845Maqrizi.KhabarCanBashar'],['0845Maqrizi.KhabarCanBashar'],No Cluster,No Cluster,20,32
['0845Maqrizi.KhabarCanBashar'],['0375IkhwanSafa.Rasail'],No Cluster,No Cluster,20,33
['0930IbnIyas.NuzhatUmam'],['0375IkhwanSafa.Rasail'],No Cluster,No Cluster,21,34
['0375IkhwanSafa.Rasail'],['0292Yacqubi.Tarikh'],No Cluster,No Cluster,21,35
['0845Maqrizi.KhabarCanBashar'],['0845Maqrizi.KhabarCanBashar'],No Cluster,No Cluster,22,36
['0845Maqrizi.KhabarCanBashar'],['0300IbnRusta.AclaqNafisa'],No Cluster,No Cluster,23,37
['0845Maqrizi.KhabarCanBashar'],['0300IbnRusta.AclaqNafisa'],No Cluster,No Cluster,23,38
['0845Maqrizi.KhabarCanBashar'],['0218HajjajIbnYusufIbnMatar.Majisti'],No Cluster,No Cluster,24,39
['0845Maqrizi.KhabarCanBashar'],['0300IbnRusta.AclaqNafisa'],No Cluster,No Cluster,25,40
['0360HamzaIsfahani.TarikhSini'],No Cluster,No Cluster,No Cluster,27,41
['0375AnonymousTranslator.TarikhCalamUrusiyus'],No Cluster,No Cluster,No Cluster,28,42
['0845Maqrizi.KhabarCanBashar'],['0845Maqrizi.KhabarCanBashar'],No Cluster,No Cluster,31,43
['0930IbnIyas.NuzhatUmam'],['0845Maqrizi.KhabarCanBashar'],['0733Nuwayri.NihayatArab'],No Cluster,34,44
['0930IbnIyas.NuzhatUmam'],['0733Nuwayri.NihayatArab'],No Cluster,No Cluster,34,45
['0930IbnIyas.NuzhatUmam'],['0449AbuCalaMacarri.RisalatSahilWaShajih'],['0845Maqrizi.KhabarCanBashar'],No Cluster,36,48
['0930IbnIyas.NuzhatUmam'],['0874IbnTaghribirdi.NujumZahira'],No Cluster,No Cluster,36,49
['0874IbnTaghribirdi.NujumZahira'],['0733Nuwayri.NihayatArab'],No Cluster,No Cluster,37,50
['0874IbnTaghribirdi.NujumZahira'],['0600PseudoMascudi.AkhbarZaman'],No Cluster,No Cluster,37,51
['0874IbnTaghribirdi.NujumZahira'],['0596IbnWasifShah.MukhtasarCajaibDunya'],No Cluster,No Cluster,37,52
['0930IbnIyas.NuzhatUmam'],['0596IbnWasifShah.MukhtasarCajaibDunya'],No Cluster,No Cluster,38,53
['0596IbnWasifShah.MukhtasarCajaibDunya'],['0874IbnTaghribirdi.NujumZahira'],['0596IbnWasifShah.MukhtasarCajaibDunya'],No Cluster,38,54
['0596IbnWasifShah.MukhtasarCajaibDunya'],['0596IbnWasifShah.MukhtasarCajaibDunya'],['0596IbnWasifShah.MukhtasarCajaibDunya'],No Cluster,38,55
['0213IbnHisham.Tijan'],['0845Maqrizi.KhabarCanBashar'],No Cluster,No Cluster,40,57
['0213IbnHisham.Tijan'],['0213IbnHisham.Tijan'],No Cluster,No Cluster,40,58
['0930IbnIyas.NuzhatUmam'],['0733Nuwayri.NihayatArab'],No Cluster,No Cluster,60,86
['0736IbnDawadari.KanzDurar'],['0717CabbasSafadi.NuzhatMalikWaMamluk'],['0257IbnCabdHakam.FutuhMisr'],['0736IbnDawadari.KanzDurar'],62,88
['0257IbnCabdHakam.FutuhMisr'],['0783IbnHadida.MisbahMudi'],No Cluster,No Cluster,65,98
['0821Qalqashandi.SubhAcsha'],['0821Qalqashandi.SubhAcsha'],No Cluster,No Cluster,67,102
['0930IbnIyas.NuzhatUmam'],['0350MuhammadKindi.FadailMisr'],No Cluster,No Cluster,67,103
['0930IbnIyas.NuzhatUmam'],['0814IbnZayyat.KawakibSayyara'],['0692IbnCabdZahir.RawdaBahiyya'],['0350MuhammadKindi.FadailMisr'],68,104
['0930IbnIyas.NuzhatUmam'],['0911Suyuti.HusnMuhadara'],No Cluster,No Cluster,68,105
['0600PseudoMascudi.AkhbarZaman'],['0733Nuwayri.NihayatArab'],No Cluster,No Cluster,70,109
['0600PseudoMascudi.AkhbarZaman'],['0600PseudoMascudi.AkhbarZaman'],['0487AbuCubaydBakri.MasalikWaMamalik'],No Cluster,70,110
['0596IbnWasifShah.MukhtasarCajaibDunya'],['0600PseudoMascudi.AkhbarZaman'],['0487AbuCubaydBakri.MasalikWaMamalik'],No Cluster,71,111
['0596IbnWasifShah.MukhtasarCajaibDunya'],['0733Nuwayri.NihayatArab'],No Cluster,No Cluster,71,112
['0487AbuCubaydBakri.MasalikWaMamalik'],['0487AbuCubaydBakri.MasalikWaMamalik'],No Cluster,No Cluster,71,113
['0930IbnIyas.NuzhatUmam'],['0733Nuwayri.NihayatArab'],No Cluster,No Cluster,72,114
['0930IbnIyas.NuzhatUmam'],['0733Nuwayri.NihayatArab'],No Cluster,No Cluster,72,115
['0930IbnIyas.NuzhatUmam'],['0600PseudoMascudi.AkhbarZaman'],No Cluster,No Cluster,72,116
['0930IbnIyas.NuzhatUmam'],['0596IbnWasifShah.MukhtasarCajaibDunya'],No Cluster,No Cluster,74,120
['0930IbnIyas.NuzhatUmam'],['0733Nuwayri.NihayatArab'],No Cluster,No Cluster,74,121
['0733Nuwayri.NihayatArab'],['0733Nuwayri.NihayatArab'],No Cluster,No Cluster,75,122
['0930IbnIyas.NuzhatUmam'],['0733Nuwayri.NihayatArab'],No Cluster,No Cluster,75,123
['0930IbnIyas.NuzhatUmam'],['0596IbnWasifShah.MukhtasarCajaibDunya'],No Cluster,No Cluster,75,124
['0733Nuwayri.NihayatArab'],['0596IbnWasifShah.MukhtasarCajaibDunya'],No Cluster,No Cluster,76,125
['0733Nuwayri.NihayatArab'],['0596IbnWasifShah.MukhtasarCajaibDunya'],No Cluster,No Cluster,76,126
['0733Nuwayri.NihayatArab'],['0930IbnIyas.NuzhatUmam'],No Cluster,No Cluster,77,127
['0733Nuwayri.NihayatArab'],['0733Nuwayri.NihayatArab'],No Cluster,No Cluster,77,128
['0930IbnIyas.NuzhatUmam'],['0733Nuwayri.NihayatArab'],['0596IbnWasifShah.MukhtasarCajaibDunya'],No Cluster,78,129
['0930IbnIyas.NuzhatUmam'],['0600PseudoMascudi.AkhbarZaman'],No Cluster,No Cluster,78,130
['0930IbnIyas.NuzhatUmam'],['0596IbnWasifShah.MukhtasarCajaibDunya'],No Cluster,No Cluster,79,131
['0930IbnIyas.NuzhatUmam'],['0600PseudoMascudi.AkhbarZaman'],No Cluster,No Cluster,79,132
['0733Nuwayri.NihayatArab'],['0487AbuCubaydBakri.MasalikWaMamalik'],No Cluster,No Cluster,80,133
['0930IbnIyas.NuzhatUmam'],['0596IbnWasifShah.MukhtasarCajaibDunya'],No Cluster,No Cluster,81,134
['0733Nuwayri.NihayatArab'],['0596IbnWasifShah.MukhtasarCajaibDunya'],No Cluster,No Cluster,81,135
['0346Mascudi.MurujDhahab'],"['0255Jahiz.Hayawan', '0255Jahiz.MahasinWaAddad']",No Cluster,No Cluster,87,149
['0346Mascudi.MurujDhahab'],['0346Mascudi.MurujDhahab'],['0346Mascudi.MurujDhahab'],No Cluster,87,150
['0346Mascudi.MurujDhahab'],['0346Mascudi.MurujDhahab'],No Cluster,No Cluster,88,151
['0346Mascudi.MurujDhahab'],['0346Mascudi.MurujDhahab'],No Cluster,No Cluster,88,152
['0346Mascudi.MurujDhahab'],['0346Mascudi.MurujDhahab'],No Cluster,No Cluster,88,153
['0346Mascudi.MurujDhahab'],['0346Mascudi.MurujDhahab'],No Cluster,No Cluster,88,154
['0930IbnIyas.NuzhatUmam'],['0749IbnFadlAllahCumari.MasalikAbsar'],No Cluster,No Cluster,89,155
['0346Mascudi.MurujDhahab'],['0346Mascudi.MurujDhahab'],No Cluster,No Cluster,90,156
['0346Mascudi.MurujDhahab'],['0487AbuCubaydBakri.MasalikWaMamalik'],['0930IbnIyas.NuzhatUmam'],No Cluster,91,157
['0930IbnIyas.NuzhatUmam'],['0346Mascudi.MurujDhahab'],No Cluster,No Cluster,91,158
['0930IbnIyas.NuzhatUmam'],['0346Mascudi.MurujDhahab'],No Cluster,No Cluster,91,159
['0930IbnIyas.NuzhatUmam'],No Cluster,No Cluster,No Cluster,99,165
['0930IbnIyas.NuzhatUmam'],No Cluster,No Cluster,No Cluster,106,166
['0930IbnIyas.NuzhatUmam'],['0626YaqutHamawi.MucjamBuldan'],No Cluster,No Cluster,108,167
['0257IbnCabdHakam.FutuhMisr'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster,113,172
['0257IbnCabdHakam.FutuhMisr'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster,113,173
['0930IbnIyas.NuzhatUmam'],['0368IbnQulawayh.KamilZiyarat'],No Cluster,No Cluster,113,174
['0930IbnIyas.NuzhatUmam'],['0733Nuwayri.NihayatArab'],No Cluster,No Cluster,114,175
['0930IbnIyas.NuzhatUmam'],['0600PseudoMascudi.AkhbarZaman'],No Cluster,No Cluster,117,178
['0930IbnIyas.NuzhatUmam'],['0733Nuwayri.NihayatArab'],No Cluster,No Cluster,117,179
['0930IbnIyas.NuzhatUmam'],['0596IbnWasifShah.MukhtasarCajaibDunya'],No Cluster,No Cluster,117,180
['0930IbnIyas.NuzhatUmam'],['0733Nuwayri.NihayatArab'],No Cluster,No Cluster,118,181
['0596IbnWasifShah.MukhtasarCajaibDunya'],['0850ShihabDinIbshihi.Mustatraf'],No Cluster,No Cluster,118,182
['0930IbnIyas.NuzhatUmam'],['0600PseudoMascudi.AkhbarZaman'],No Cluster,No Cluster,118,183
['0375AnonymousTranslator.TarikhCalamUrusiyus'],['0375AnonymousTranslator.TarikhCalamUrusiyus'],No Cluster,No Cluster,120,186
['0375AnonymousTranslator.TarikhCalamUrusiyus'],['0375AnonymousTranslator.TarikhCalamUrusiyus'],No Cluster,No Cluster,120,187
['0911Suyuti.HusnMuhadara'],['0733Nuwayri.NihayatArab'],No Cluster,No Cluster,120,188
['0930IbnIyas.NuzhatUmam'],['0733Nuwayri.NihayatArab'],No Cluster,No Cluster,120,189
['0930IbnIyas.NuzhatUmam'],['0930IbnIyas.NuzhatUmam'],No Cluster,No Cluster,121,190
['0930IbnIyas.NuzhatUmam'],['0930IbnIyas.NuzhatUmam'],No Cluster,No Cluster,122,191
['0930IbnIyas.NuzhatUmam'],['0930IbnIyas.NuzhatUmam'],No Cluster,No Cluster,123,192
['0930IbnIyas.NuzhatUmam'],['0930IbnIyas.NuzhatUmam'],No Cluster,No Cluster,124,193
['0930IbnIyas.NuzhatUmam'],['0930IbnIyas.NuzhatUmam'],No Cluster,No Cluster,128,196
['0930IbnIyas.NuzhatUmam'],['0874IbnTaghribirdi.NujumZahira'],No Cluster,No Cluster,133,207
['0930IbnIyas.NuzhatUmam'],['0930IbnIyas.NuzhatUmam'],No Cluster,No Cluster,133,208
['0930IbnIyas.NuzhatUmam'],['0450AbuHasanMawardi.AhkamSultaniyya'],No Cluster,No Cluster,134,209
['0930IbnIyas.NuzhatUmam'],['0900IbnCabdMuncimHimyari.RawdMictar'],No Cluster,No Cluster,134,210
['0346Mascudi.MurujDhahab'],['0346Mascudi.MurujDhahab'],No Cluster,No Cluster,135,211
['0930IbnIyas.NuzhatUmam'],['0346Mascudi.MurujDhahab'],No Cluster,No Cluster,135,212
['0808IbnCimadDinShihabDinAqfahsi.AkhbarNilMisr'],['0346Mascudi.MurujDhahab'],No Cluster,No Cluster,135,213
['0930IbnIyas.NuzhatUmam'],['0677IbnMuyassar.AkhbarMisr'],['0363QadiNucman.KitabHimma'],No Cluster,137,214
['0930IbnIyas.NuzhatUmam'],['0682ZakariyaQazwini.CajaibMakhluqat'],No Cluster,No Cluster,148,225
['0646IbnBaytarAndalusi.JamicLiMufradat'],['0367IbnHawqal.SuratArd'],No Cluster,No Cluster,149,226
['0930IbnIyas.NuzhatUmam'],['0346Mascudi.MurujDhahab'],No Cluster,No Cluster,151,227
['0930IbnIyas.NuzhatUmam'],['0646IbnBaytarAndalusi.JamicLiMufradat'],No Cluster,No Cluster,151,228
['0930IbnIyas.NuzhatUmam'],['0784IbnMahmudJalalDinQahiri.UnsMala'],No Cluster,No Cluster,151,229
['0930IbnIyas.NuzhatUmam'],['0346Mascudi.MurujDhahab'],No Cluster,No Cluster,152,230
['0930IbnIyas.NuzhatUmam'],['0930IbnIyas.NuzhatUmam'],No Cluster,No Cluster,156,231
['0930IbnIyas.NuzhatUmam'],['0930IbnIyas.NuzhatUmam'],No Cluster,No Cluster,156,232
['0930IbnIyas.NuzhatUmam'],['0930IbnIyas.NuzhatUmam'],No Cluster,No Cluster,157,233
['0930IbnIyas.NuzhatUmam'],['0930IbnIyas.NuzhatUmam'],No Cluster,No Cluster,162,243
['0930IbnIyas.NuzhatUmam'],['0930IbnIyas.NuzhatUmam'],No Cluster,No Cluster,162,244
['0930IbnIyas.NuzhatUmam'],No Cluster,No Cluster,No Cluster,164,245
['0930IbnIyas.NuzhatUmam'],No Cluster,No Cluster,No Cluster,165,246
['0930IbnIyas.NuzhatUmam'],['0717CabbasSafadi.NuzhatMalikWaMamluk'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,168,247
['0257IbnCabdHakam.FutuhMisr'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster,174,255
['0257IbnCabdHakam.FutuhMisr'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster,174,256
['0257IbnCabdHakam.FutuhMisr'],['0911Suyuti.HusnMuhadara'],No Cluster,No Cluster,174,257
['0251IbnZanjawayh.Amwal'],['0804IbnMulaqqin.BadrMunir'],No Cluster,No Cluster,174,258
['0257IbnCabdHakam.FutuhMisr'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster,177,265
['0257IbnCabdHakam.FutuhMisr'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster,177,266
['0257IbnCabdHakam.FutuhMisr'],['0911Suyuti.HusnMuhadara'],No Cluster,No Cluster,177,267
['0257IbnCabdHakam.FutuhMisr'],['0911Suyuti.JamicKabir'],No Cluster,No Cluster,178,268
['0257IbnCabdHakam.FutuhMisr'],['0230IbnSacd.TabaqatKubra'],No Cluster,No Cluster,178,269
"['0911Suyuti.JamicKabir', '0911Suyuti.HusnMuhadara']",['0975MuttaqiHindi.KanzCummal'],No Cluster,No Cluster,178,270
"['0911Suyuti.JamicKabir', '0911Suyuti.HusnMuhadara']",['0257IbnCabdHakam.FutuhMisr'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,178,271
['0350MuhammadKindi.WulatMisr'],['0350MuhammadKindi.WulatMisr'],No Cluster,No Cluster,182,274
['0350MuhammadKindi.WulatMisr'],['0334Azdi.TarikhMawsil'],No Cluster,No Cluster,182,275
['0350MuhammadKindi.WulatMisr'],['0334Azdi.TarikhMawsil'],No Cluster,No Cluster,182,276
['0930IbnIyas.NuzhatUmam'],['0350MuhammadKindi.WulatMisr'],No Cluster,No Cluster,184,277
['0350MuhammadKindi.WulatMisr'],['0845Maqrizi.Muqaffa'],No Cluster,No Cluster,185,278
['0930IbnIyas.NuzhatUmam'],No Cluster,No Cluster,No Cluster,186,279
['0588IbnMamun.AkhbarMisr'],['0588IbnMamun.AkhbarMisr'],['0845Maqrizi.Muqaffa'],No Cluster,190,284
['0588IbnMamun.AkhbarMisr'],['0588IbnMamun.AkhbarMisr'],No Cluster,No Cluster,191,285
['0588IbnMamun.AkhbarMisr'],['0588IbnMamun.AkhbarMisr'],No Cluster,No Cluster,191,286
['0588IbnMamun.AkhbarMisr'],['0588IbnMamun.AkhbarMisr'],No Cluster,No Cluster,194,287
['0588IbnMamun.AkhbarMisr'],No Cluster,No Cluster,No Cluster,195,288
['0845Maqrizi.Suluk'],No Cluster,No Cluster,No Cluster,201,291
['0845Maqrizi.Suluk'],No Cluster,No Cluster,No Cluster,203,292
['0257IbnCabdHakam.FutuhMisr'],['0257IbnCabdHakam.FutuhMisr'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,214,302
['0350MuhammadKindi.WulatMisr'],['0350MuhammadKindi.WulatMisr'],No Cluster,No Cluster,215,303
['0350MuhammadKindi.WulatMisr'],['0845Maqrizi.Bayan'],No Cluster,No Cluster,215,304
['0930IbnIyas.NuzhatUmam'],['0630IbnAthirCizzDin.LubabFiTahdhibAnsab'],No Cluster,No Cluster,216,305
['0257IbnCabdHakam.FutuhMisr'],['0930IbnIyas.BadaicZuhur'],No Cluster,No Cluster,226,317
['0845Maqrizi.Muqaffa'],No Cluster,No Cluster,No Cluster,228,318
['0733Nuwayri.NihayatArab'],['0930IbnIyas.NuzhatUmam'],No Cluster,No Cluster,234,319
['0930IbnIyas.NuzhatUmam'],['0733Nuwayri.NihayatArab'],No Cluster,No Cluster,235,320
['0930IbnIyas.NuzhatUmam'],['0733Nuwayri.NihayatArab'],No Cluster,No Cluster,235,321
['0930IbnIyas.NuzhatUmam'],No Cluster,No Cluster,No Cluster,243,324
['0930IbnIyas.NuzhatUmam'],['0807IbnFurat.TarikhDuwal'],No Cluster,No Cluster,244,325
['0733Nuwayri.NihayatArab'],No Cluster,No Cluster,No Cluster,246,327
['0588IbnMamun.AkhbarMisr'],No Cluster,No Cluster,No Cluster,252,331
['0596IbnWasifShah.MukhtasarCajaibDunya'],['0874IbnTaghribirdi.NujumZahira'],No Cluster,No Cluster,256,334
['0596IbnWasifShah.MukhtasarCajaibDunya'],['0649MuhammadIdrisi.Anwar'],No Cluster,No Cluster,256,335
['0930IbnIyas.NuzhatUmam'],['0600PseudoMascudi.AkhbarZaman'],No Cluster,No Cluster,256,336
['0733Nuwayri.NihayatArab'],['0600PseudoMascudi.AkhbarZaman'],No Cluster,No Cluster,257,337
['0911Suyuti.TuhfatKiram'],['0911Suyuti.HusnMuhadara'],['0649MuhammadIdrisi.Anwar'],['0600PseudoMascudi.AkhbarZaman'],258,338
['0911Suyuti.TuhfatKiram'],['0600PseudoMascudi.AkhbarZaman'],['0911Suyuti.HusnMuhadara'],No Cluster,258,339
['0733Nuwayri.NihayatArab'],['0600PseudoMascudi.AkhbarZaman'],No Cluster,No Cluster,258,340
['0930IbnIyas.NuzhatUmam'],['0600PseudoMascudi.AkhbarZaman'],No Cluster,No Cluster,259,341
['0814IbnZayyat.KawakibSayyara'],['0626YaqutHamawi.MucjamBuldan'],No Cluster,No Cluster,267,346
['0487AbuCubaydBakri.MasalikWaMamalik'],['0649MuhammadIdrisi.Anwar'],No Cluster,No Cluster,268,347
['0487AbuCubaydBakri.MasalikWaMamalik'],['0600PseudoMascudi.AkhbarZaman'],No Cluster,No Cluster,268,348
['0596IbnWasifShah.MukhtasarCajaibDunya'],['0487AbuCubaydBakri.MasalikWaMamalik'],No Cluster,No Cluster,268,349
['0626YaqutHamawi.MucjamBuldan'],['0626YaqutHamawi.MucjamBuldan'],No Cluster,No Cluster,268,350
['0626YaqutHamawi.MucjamBuldan'],['0626YaqutHamawi.MucjamBuldan'],No Cluster,No Cluster,271,356
['0626YaqutHamawi.MucjamBuldan'],['0528HakamIbnAbiSalt.Diwan'],No Cluster,No Cluster,271,357
['0626YaqutHamawi.MucjamBuldan'],['0930IbnIyas.NuzhatUmam'],['0649MuhammadIdrisi.Anwar'],No Cluster,271,358
['0681IbnKhallikan.WafayatAcyan'],['0597CimadDinKatibIsfahani.BustanJamic'],No Cluster,No Cluster,271,359
['0681IbnKhallikan.WafayatAcyan'],['0626YaqutHamawi.MucjamBuldan'],['0626YaqutHamawi.MucjamBuldan'],No Cluster,272,360
['0681IbnKhallikan.WafayatAcyan'],['0626YaqutHamawi.MucjamBuldan'],['0565AbuHamidGharnati.TuhfatAlbab'],No Cluster,272,361
['0681IbnKhallikan.WafayatAcyan'],['0649MuhammadIdrisi.Anwar'],No Cluster,No Cluster,272,362
['0649MuhammadIdrisi.Anwar'],['0450AbuHasanMawardi.AdabDunyaWaDin'],No Cluster,No Cluster,272,363
['0629CabdLatifBaghdadi.IfadaWaIctibar'],['0629CabdLatifBaghdadi.IfadaWaIctibar'],No Cluster,No Cluster,275,364
['0629CabdLatifBaghdadi.IfadaWaIctibar'],['0930IbnIyas.NuzhatUmam'],No Cluster,No Cluster,276,365
['0930IbnIyas.NuzhatUmam'],['0629CabdLatifBaghdadi.IfadaWaIctibar'],['0629CabdLatifBaghdadi.IfadaWaIctibar'],No Cluster,277,366
['0930IbnIyas.NuzhatUmam'],['0629CabdLatifBaghdadi.IfadaWaIctibar'],['0629CabdLatifBaghdadi.IfadaWaIctibar'],No Cluster,277,367
['0930IbnIyas.NuzhatUmam'],['0597CimadDinKatibIsfahani.KharidatQasr'],No Cluster,No Cluster,280,370
['0902Sakhawi.AjwibaMurdiyya'],['0350MuhammadKindi.FadailMisr'],['0350MuhammadKindi.FadailMisr'],No Cluster,283,372
['0257IbnCabdHakam.FutuhMisr'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster,283,373
['0615MuwaffaqDinShafici.MurshidZuwwar'],['0487AbuCubaydBakri.MasalikWaMamalik'],No Cluster,No Cluster,284,374
['0902Sakhawi.AjwibaMurdiyya'],['0350MuhammadKindi.FadailMisr'],No Cluster,No Cluster,284,375
['0902Sakhawi.AjwibaMurdiyya'],['0350MuhammadKindi.FadailMisr'],No Cluster,No Cluster,284,376
['0930IbnIyas.NuzhatUmam'],['0692IbnCabdZahir.RawdaBahiyya'],No Cluster,No Cluster,284,377
['0596IbnWasifShah.MukhtasarCajaibDunya'],['0733Nuwayri.NihayatArab'],No Cluster,No Cluster,296,384
['0930IbnIyas.NuzhatUmam'],['0733Nuwayri.NihayatArab'],['0596IbnWasifShah.MukhtasarCajaibDunya'],No Cluster,299,385
['0930IbnIyas.NuzhatUmam'],['0600PseudoMascudi.AkhbarZaman'],No Cluster,No Cluster,300,386
['0930IbnIyas.NuzhatUmam'],['0596IbnWasifShah.MukhtasarCajaibDunya'],No Cluster,No Cluster,300,387
