,section,book,start,end,first_ms,book2,ms2,section2
0,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,115,119,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
1,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,119,122,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
2,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,122,125,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
3,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,125,126,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
4,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,126,129,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
5,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,142,146,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
6,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,146,149,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
7,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,176,181,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
8,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,182,186,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
9,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,226,230,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
10,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,232,243,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
11,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,247,249,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
12,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,249,265,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
13,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,265,287,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
14,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,288,309,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
15,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,316,334,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
16,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,334,340,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
17,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,344,347,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
18,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,358,366,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
19,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,366,367,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
20,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,367,371,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
21,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,371,431,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
22,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,431,433,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
23,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,444,454,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
24,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,461,462,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
25,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,462,495,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
26,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,495,499,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
27,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,499,500,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
28,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,501,503,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
29,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,503,514,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
30,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,524,532,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
31,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,532,533,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
32,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,539,540,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
33,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,540,571,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
34,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,571,573,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
35,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,573,574,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
36,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,574,596,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
37,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,597,600,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
38,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,622,624,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
39,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,624,635,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
40,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,635,636,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
41,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,636,637,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
42,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,637,639,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
43,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,639,640,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
44,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,640,646,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
45,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,647,654,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
46,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,666,670,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
47,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,684,688,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
48,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,697,700,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
49,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,701,712,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
50,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,713,720,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
51,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,720,724,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
52,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,724,733,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
53,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,733,738,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
54,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,738,743,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
55,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,744,746,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
56,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,746,749,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
57,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,749,750,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
58,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,750,752,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
59,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,753,756,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
60,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,765,768,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
61,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,772,775,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
62,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,779,783,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
63,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,784,787,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
64,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,802,803,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
65,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,803,806,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
66,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,806,807,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
67,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,808,812,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
68,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,815,816,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
69,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,816,837,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
70,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,838,839,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
71,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,847,853,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
72,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,853,872,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
73,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,877,881,1467,0660IbnCadim.BughyatTalab,1959,### $ الحسين بن علي بن الحسين
74,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,201,204,1467,0845Maqrizi.Muqaffa,1370,### $ 1246 - الوزير المغربي [370 - 418]
75,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,208,212,1467,0845Maqrizi.Muqaffa,1370,### $ 1246 - الوزير المغربي [370 - 418]
76,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,261,284,1467,0845Maqrizi.Muqaffa,1370,### $ 1246 - الوزير المغربي [370 - 418]
77,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,285,306,1467,0845Maqrizi.Muqaffa,1370,### $ 1246 - الوزير المغربي [370 - 418]
78,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,313,317,1467,0845Maqrizi.Muqaffa,1370,### $ 1246 - الوزير المغربي [370 - 418]
79,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,317,331,1467,0845Maqrizi.Muqaffa,1370,### $ 1246 - الوزير المغربي [370 - 418]
80,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,331,337,1467,0845Maqrizi.Muqaffa,1370,### $ 1246 - الوزير المغربي [370 - 418]
81,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,337,338,1467,0845Maqrizi.Muqaffa,1370,### $ 1246 - الوزير المغربي [370 - 418]
82,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,341,344,1467,0845Maqrizi.Muqaffa,1370,### $ 1246 - الوزير المغربي [370 - 418]
83,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,355,363,1467,0845Maqrizi.Muqaffa,1370,### $ 1246 - الوزير المغربي [370 - 418]
84,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,363,364,1467,0845Maqrizi.Muqaffa,1370,### $ 1246 - الوزير المغربي [370 - 418]
85,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,364,368,1467,0845Maqrizi.Muqaffa,1370,### $ 1246 - الوزير المغربي [370 - 418]
86,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,368,428,1467,0845Maqrizi.Muqaffa,1370,### $ 1246 - الوزير المغربي [370 - 418]
87,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,428,430,1467,0845Maqrizi.Muqaffa,1370,### $ 1246 - الوزير المغربي [370 - 418]
88,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,441,451,1467,0845Maqrizi.Muqaffa,1370,### $ 1246 - الوزير المغربي [370 - 418]
89,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,458,459,1467,0845Maqrizi.Muqaffa,1370,### $ 1246 - الوزير المغربي [370 - 418]
90,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,459,511,1467,0845Maqrizi.Muqaffa,1370,### $ 1246 - الوزير المغربي [370 - 418]
91,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,521,529,1467,0845Maqrizi.Muqaffa,1370,### $ 1246 - الوزير المغربي [370 - 418]
92,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,529,530,1467,0845Maqrizi.Muqaffa,1370,### $ 1246 - الوزير المغربي [370 - 418]
93,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,536,537,1467,0845Maqrizi.Muqaffa,1370,### $ 1246 - الوزير المغربي [370 - 418]
94,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,537,568,1467,0845Maqrizi.Muqaffa,1370,### $ 1246 - الوزير المغربي [370 - 418]
95,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,568,570,1467,0845Maqrizi.Muqaffa,1370,### $ 1246 - الوزير المغربي [370 - 418]
96,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,576,593,1467,0845Maqrizi.Muqaffa,1370,### $ 1246 - الوزير المغربي [370 - 418]
97,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,594,597,1467,0845Maqrizi.Muqaffa,1370,### $ 1246 - الوزير المغربي [370 - 418]
98,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,619,621,1467,0845Maqrizi.Muqaffa,1370,### $ 1246 - الوزير المغربي [370 - 418]
99,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,621,632,1467,0845Maqrizi.Muqaffa,1370,### $ 1246 - الوزير المغربي [370 - 418]
100,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,632,633,1467,0845Maqrizi.Muqaffa,1370,### $ 1246 - الوزير المغربي [370 - 418]
101,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,633,634,1467,0845Maqrizi.Muqaffa,1370,### $ 1246 - الوزير المغربي [370 - 418]
102,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,634,636,1467,0845Maqrizi.Muqaffa,1370,### $ 1246 - الوزير المغربي [370 - 418]
103,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,636,637,1467,0845Maqrizi.Muqaffa,1370,### $ 1246 - الوزير المغربي [370 - 418]
104,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,637,644,1467,0845Maqrizi.Muqaffa,1370,### $ 1246 - الوزير المغربي [370 - 418]
105,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,644,651,1467,0845Maqrizi.Muqaffa,1370,### $ 1246 - الوزير المغربي [370 - 418]
106,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,1550,1560,1467,0845Maqrizi.Muqaffa,1365,### $ 1246 - الوزير المغربي [370 - 418]
107,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,1560,1561,1467,0845Maqrizi.Muqaffa,1365,### $ 1246 - الوزير المغربي [370 - 418]
108,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,1561,1562,1467,0845Maqrizi.Muqaffa,1365,### $ 1246 - الوزير المغربي [370 - 418]
109,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,1563,1564,1467,0845Maqrizi.Muqaffa,1365,### $ 1246 - الوزير المغربي [370 - 418]
110,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,1564,1569,1467,0845Maqrizi.Muqaffa,1365,### $ 1246 - الوزير المغربي [370 - 418]
111,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,1569,1571,1467,0845Maqrizi.Muqaffa,1365,### $ 1246 - الوزير المغربي [370 - 418]
112,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,1571,1579,1467,0845Maqrizi.Muqaffa,1365,### $ 1246 - الوزير المغربي [370 - 418]
113,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,1587,1594,1467,0845Maqrizi.Muqaffa,1365,### $ 1246 - الوزير المغربي [370 - 418]
114,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,1626,1629,1467,0845Maqrizi.Muqaffa,1365,### $ 1246 - الوزير المغربي [370 - 418]
115,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,1663,1667,1467,0845Maqrizi.Muqaffa,1365,### $ 1246 - الوزير المغربي [370 - 418]
116,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,1677,1680,1467,0845Maqrizi.Muqaffa,1365,### $ 1246 - الوزير المغربي [370 - 418]
117,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,1681,1684,1467,0845Maqrizi.Muqaffa,1365,### $ 1246 - الوزير المغربي [370 - 418]
118,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,1690,1693,1467,0845Maqrizi.Muqaffa,1365,### $ 1246 - الوزير المغربي [370 - 418]
119,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,1693,1695,1467,0845Maqrizi.Muqaffa,1365,### $ 1246 - الوزير المغربي [370 - 418]
120,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,1695,1698,1467,0845Maqrizi.Muqaffa,1365,### $ 1246 - الوزير المغربي [370 - 418]
121,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,1746,1749,1467,0845Maqrizi.Muqaffa,1365,### $ 1246 - الوزير المغربي [370 - 418]
122,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,1753,1756,1467,0845Maqrizi.Muqaffa,1365,### $ 1246 - الوزير المغربي [370 - 418]
123,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,1768,1771,1467,0845Maqrizi.Muqaffa,1365,### $ 1246 - الوزير المغربي [370 - 418]
124,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,1807,1810,1467,0845Maqrizi.Muqaffa,1365,### $ 1246 - الوزير المغربي [370 - 418]
125,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,1846,1869,1467,0845Maqrizi.Muqaffa,1365,### $ 1246 - الوزير المغربي [370 - 418]
126,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,1869,1870,1467,0845Maqrizi.Muqaffa,1365,### $ 1246 - الوزير المغربي [370 - 418]
127,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,1873,1875,1467,0845Maqrizi.Muqaffa,1365,### $ 1246 - الوزير المغربي [370 - 418]
128,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,1875,1919,1467,0845Maqrizi.Muqaffa,1365,### $ 1246 - الوزير المغربي [370 - 418]
129,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,1920,1949,1467,0845Maqrizi.Muqaffa,1365,### $ 1246 - الوزير المغربي [370 - 418]
130,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,1955,1958,1467,0845Maqrizi.Muqaffa,1365,### $ 1246 - الوزير المغربي [370 - 418]
131,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,1959,1962,1467,0845Maqrizi.Muqaffa,1365,### $ 1246 - الوزير المغربي [370 - 418]
132,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,1963,1969,1467,0845Maqrizi.Muqaffa,1365,### $ 1246 - الوزير المغربي [370 - 418]
133,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,1969,1970,1467,0845Maqrizi.Muqaffa,1365,### $ 1246 - الوزير المغربي [370 - 418]
134,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,1975,1983,1467,0845Maqrizi.Muqaffa,1365,### $ 1246 - الوزير المغربي [370 - 418]
135,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,1987,1992,1467,0845Maqrizi.Muqaffa,1365,### $ 1246 - الوزير المغربي [370 - 418]
136,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,2001,2019,1467,0845Maqrizi.Muqaffa,1365,### $ 1246 - الوزير المغربي [370 - 418]
137,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,2023,2024,1467,0845Maqrizi.Muqaffa,1365,### $ 1246 - الوزير المغربي [370 - 418]
138,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,2024,2029,1467,0845Maqrizi.Muqaffa,1365,### $ 1246 - الوزير المغربي [370 - 418]
139,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,2029,2042,1467,0845Maqrizi.Muqaffa,1365,### $ 1246 - الوزير المغربي [370 - 418]
140,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,2042,2044,1467,0845Maqrizi.Muqaffa,1365,### $ 1246 - الوزير المغربي [370 - 418]
141,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,2046,2047,1467,0845Maqrizi.Muqaffa,1365,### $ 1246 - الوزير المغربي [370 - 418]
142,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,2047,2051,1467,0845Maqrizi.Muqaffa,1365,### $ 1246 - الوزير المغربي [370 - 418]
143,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,2055,2059,1467,0845Maqrizi.Muqaffa,1365,### $ 1246 - الوزير المغربي [370 - 418]
144,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,2060,2065,1467,0845Maqrizi.Muqaffa,1365,### $ 1246 - الوزير المغربي [370 - 418]
145,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,2078,2082,1467,0845Maqrizi.Muqaffa,1365,### $ 1246 - الوزير المغربي [370 - 418]
146,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,2089,2092,1467,0845Maqrizi.Muqaffa,1365,### $ 1246 - الوزير المغربي [370 - 418]
147,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,2100,2138,1467,0845Maqrizi.Muqaffa,1365,### $ 1246 - الوزير المغربي [370 - 418]
148,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,2138,2159,1467,0845Maqrizi.Muqaffa,1365,### $ 1246 - الوزير المغربي [370 - 418]
149,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz,3182,3186,1467,0660IbnCadim.BughyatTalab,1971,### $ الحسين بن علي بن الحسين
